Sentence,Errors
Tony broke herself on the ann.,"[{'ruleId': 'MORFOLOGIK_RULE_EN_US', 'message': 'Possible spelling mistake found.', 'suggestions': ['Ann', 'ANN', 'and', 'an', 'any', 'Anna', 'Anne', 'CNN', 'inn', 'Ana', 'Mann', 'ant', 'AFN', 'ASN', 'APN', 'ain', 'anon', 'AAN', 'ABN', 'ACN', 'ADN', 'AEN', 'AGN', 'AHN', 'AJN', 'AKN', 'ALN', 'AMN', 'AN', 'ANB', 'ANC', 'AND', 'ANE', 'ANF', 'ANG', 'ANH', 'ANI', 'ANJ', 'ANK', 'ANL', 'ANM', 'ANO', 'ANP', 'ANPN', 'ANQ', 'ANR', 'ANS', 'ANT', 'ANV', 'ANW', 'ANX', 'ANY', 'ANZ', 'AON', 'ARN', 'ATN', 'AUN', 'AVN', 'AWN', 'AXN', 'AYN', 'AZN', 'Aon', 'BNN', 'NNN', 'OANN', 'PNN', 'RNN', 'TNN', 'Yann', 'ang', 'ans', 'awn', 'a', 'in', 'as', 'at', 'on', 'are', 'one', 'all', 'can', 'many', 'age', 'band', 'end', 'no', 'own', 'won', 'air', 'art', 'land', 'main', 'man', 'men', 'non', 'run', 'son', 'win', 'San', 'act', 'anti', 'fans', 'hand', 'ran', 'ten', 'want', 'add', 'ago', 'aid', 'am', 'arm', 'bank', 'eye', 'eyes', 'fan', 'gain', 'gun', 'rank', 'tank', 'van', 'ad', 'ask', 'ban', 'earn', 'fun', 'gang', 'lane', 'pain', 'rain', 'sand', 'sang', 'sun', 'ton', 'AFC', 'Alan', 'Andy', 'Ben', 'Dan', 'Jane', 'Land', 'Lane', 'RNA', 'ads', 'aka', 'arc', 'ash', 'aunt', 'bin', 'canon', 'dawn', 'ink', 'ion', 'pan', 'pen', 'pin', 'sank', 'tin', 'Annie', 'Dawn', 'Han', 'Hans', 'Jon', 'Kane', 'Lynn', 'Penn', 'TNA', 'TNT', 'Wang', 'Yang', 'ace', 'aft', 'akin', 'annex', 'ants', 'ate', 'barn', 'cane', 'cans', 'con', 'den', 'eyed', 'hang', 'lawn', 'min', 'nun', 'pawn', 'pun', 'tan', 'vain', 'wanna', 'warn', 'ACM', 'ACS', 'ADC', 'ADP', 'AF', 'ANSI', 'AOL', 'APA', 'APC', 'ATC', 'ATM', 'ATV', 'Anton', 'Avon', 'BNP', 'CBN', 'CNS', 'Cain', 'Canon', 'DNS', 'Dana', 'Finn', 'Hank', 'Hanna', 'INS', 'Jain', 'Jun', 'Lin', 'MSN', 'NP', 'Rand', 'SNL', 'SNP', 'Sand', 'UNC', 'Zen', 'ale', 'amp', 'anew', 'ape', 'apt', 'aux', 'awe', 'bang', 'bans', 'din', 'gin', 'kin', 'nu', 'pans', 'rang', 'sans', 'urn', 'vans', 'yarn', 'yen', 'AAU', 'ADR', 'AEC', 'AEG', 'AIF', 'AIG', 'AMX', 'APG', 'APS', 'ARL', 'ARP', 'ASB', 'ASD', 'Abe', 'Ada', 'Aden', 'Anson', 'Aug', 'Ava', 'Bonn', 'CNC', 'CNG', 'CNR', 'CNT', 'Dane', 'GNP', 'Hahn', 'ITN', 'Jen', 'Kant', 'LNG', 'Lana', 'Len', 'Mani', 'Manx', 'Mon', 'Nana', 'PNC', 'PNG', 'PNP', 'RCN', 'SSN', 'Sang', 'VPN', 'Wynn', 'acne', 'ah', 'anion', 'ante', 'ark', 'avg', 'axon', 'bun', 'fen', 'gen', 'hen', 'inns', 'kana', 'mane', 'nanny', 'pane', 'sane', 'syn', 'tang', 'vane', 'wand', 'wane', 'yang', 'yin', 'AAT', 'ABM', 'ACU', 'AD', 'ADD', 'ADT', 'AEF', 'AFM', 'AGC', 'AGS', 'AHS', 'AIT', 'ALU', 'APD', 'APM', 'ARF', 'Agni', 'Ainu', 'Amen', 'Anya', 'Apr', 'Ara', 'Arno', 'Aron', 'CND', 'CNE', 'DNC', 'DNR', 'Dani', 'HNL', 'IPN', 'Jan', 'Jana', 'Lon', 'MNA', 'Manon', 'NY', 'PNA', 'PNL', 'PNS', 'RNC', 'SNA', 'SNC', 'TNG', 'Zane', 'annoy', 'annul', 'asp', 'av', 'ax', 'aye', 'bane', 'cant', 'eon', 'fang', 'fawn', 'jun', 'manna', 'nap', 'nay', 'rant', 'sawn', 'wan', 'zany', 'ACD', 'ACG', 'ACH', 'AGR', 'APB', 'AUT', 'AZT', 'Adm', 'Annam', 'BNC', 'CDN', 'CNH', 'CNI', 'DND', 'FNC', 'HND', 'ICN', 'Ina', 'LVN', 'Lanny', 'MNC', 'MNP', 'MNS', 'PNM', 'RPN', 'SNF', 'Sana', 'Tenn', 'UNB', 'VN', 'Vang', 'Venn', 'WNW', 'Yank', 'abs', 'aim', 'amen', 'amt', 'ankh', 'canny', 'darn', 'inf', 'jinn', 'mans', 'nag', 'pant', 'rand', 'tarn', 'zen', 'AFO', 'DPN', 'ESN', 'Janna', 'Jenn', 'LPN', 'Minn', 'RNG', 'SLN', 'TPN', 'Zn', 'adj', 'ado', 'aha', 'alp', 'awl', 'bani', 'banns', 'dank', 'faun', 'nab', 'nae', 'pang', 'tans', 'yank', 'yawn', 'AHQ', 'Joann', 'Luann', 'adv', 'ail', 'amu', 'app', 'awns', 'eying', 'fain', 'gnu', 'hank', 'Ind', 'Jpn', 'Kans', 'Leann', 'anent', 'lank', 'AAA', 'ABC', 'AMC', 'ATP', 'Abu', 'Afr', 'Ali', 'Amy', 'DNA', 'GNU', 'Ron', 'anons', 'assn', 'ave', 'fin', 'sin', 'Deann', ""'n'"", '2nd', 'A', 'A&A', 'A&D', 'A&M', 'A&P', 'A&R', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16', 'A17', 'A18', 'A19', 'A20', 'A21', 'A22', 'A23', 'A24', 'A25', 'A26', 'A27', 'A28', 'A29', 'A30', 'A31', 'A32', 'A33', 'A34', 'A35', 'A36', 'A37', 'A38', 'A39', 'A40', 'A41', 'A42', 'A43', 'A44', 'A45', 'A46', 'A47', 'A48', 'A49', 'A50', 'A51', 'A52', 'A53', 'A54', 'A55', 'A56', 'A57', 'A58', 'A59', 'A60', 'A61', 'A62', 'A63', 'A64', 'A65', 'A66', 'A67', 'A68', 'A69', 'A6M', 'A70', 'A71', 'A72', 'A73', 'A74', 'A75', 'A76', 'A77', 'A78', 'A79', 'A80', 'A81', 'A82', 'A83', 'A84', 'A85', 'A86', 'A87', 'A88', 'A89', 'A90', 'A91', 'A92', 'A93', 'A94', 'A95', 'A96', 'A97', 'A98', 'A99', 'A9C', 'AA', 'AAB', 'AAC', 'AAD', 'AAE', 'AAF', 'AAG', 'AAH', 'AAI', 'AAJ', 'AAK', 'AAL', 'AAM', 'AAO', 'AAP', 'AAQ', 'AAR', 'AAS', 'AAV', 'AAW', 'AAX', 'AAY', 'AAZ', 'AB', 'ABA', 'ABB', 'ABD', 'ABF', 'ABG', 'ABH', 'ABI', 'ABJ', 'ABK', 'ABL', 'ABP', 'ABQ', 'ABR', 'ABS', 'ABT', 'ABU', 'ABV', 'ABW', 'ABX', 'ABZ', 'AC', 'ACA', 'ACB', 'ACC', 'ACF', 'ACI', 'ACJ', 'ACK', 'ACL', 'ACO', 'ACP', 'ACR', 'ACT', 'ACV', 'ACW', 'ACX', 'ACY', 'ACZ', 'ACh', 'ADA', 'ADB', 'ADF', 'ADG', 'ADH', 'ADI', 'ADJ', 'ADK', 'ADL', 'ADM', 'ADQ', 'ADS', 'ADU', 'ADV', 'ADX', 'ADY', 'ADZ', 'AE', 'AEA', 'AEB', 'AED', 'AEE', 'AEI', 'AEJ', 'AEK', 'AEL', 'AEM', 'AEO', 'AEP', 'AEQ', 'AER', 'AES', 'AET', 'AEU', 'AEV', 'AEW', 'AEX', 'AEZ', 'AFA', 'AFB', 'AFD', 'AFE', 'AFF', 'AFG', 'AFH', 'AFI', 'AFJ', 'AFK', 'AFL', 'AFQ', 'AFR', 'AFS', 'AFT', 'AFU', 'AFV', 'AFW', 'AFX', 'AFZ', 'AG', 'AGB', 'AGD', 'AGE', 'AGF', 'AGG', 'AGH', 'AGI', 'AGJ', 'AGK', 'AGL', 'AGM', 'AGO', 'AGP', 'AGQ', 'AGT', 'AGU', 'AGV', 'AGW', 'AGX', 'AGY', 'AGZ', 'AGs', 'AHA', 'AHB', 'AHC', 'AHD', 'AHE', 'AHF', 'AHG', 'AHH', 'AHI', 'AHJ', 'AHK', 'AHL', 'AHM', 'AHO', 'AHR', 'AHT', 'AHU', 'AHV', 'AHW', 'AHX', 'AHY', 'AHZ', 'AI', 'AIB', 'AIC', 'AID', 'AIE', 'AIH', 'AII', 'AIJ', 'AIK', 'AIM', 'AIO', 'AIP', 'AIQ', 'AIS', 'AIU', 'AIV', 'AIW', 'AIX', 'AIY', 'AIZ', 'AIs', 'AJ', 'AJB', 'AJC', 'AJF', 'AJG', 'AJH', 'AJI', 'AJJ', 'AJK', 'AJL', 'AJO', 'AJP', 'AJQ', 'AJR', 'AJS', 'AJT', 'AJU', 'AJV', 'AJW', 'AJY', 'AK', 'AKB', 'AKC', 'AKD', 'AKE', 'AKF', 'AKG', 'AKJ', 'AKK', 'AKL', 'AKM', 'AKO', 'AKP', 'AKQ', 'AKR', 'AKS', 'AKT', 'AKU', 'AKV', 'AKX', 'AKY', 'AL', 'ALB', 'ALC', 'ALD', 'ALE', 'ALF', 'ALG', 'ALH', 'ALJ', 'ALK', 'ALL', 'ALM', 'ALO', 'ALP', 'ALQ', 'ALR', 'ALS', 'ALV', 'ALW', 'ALX', 'ALZ', 'AM', 'AMA', 'AMD', 'AME', 'AMF', 'AMG', 'AMH', 'AMI', 'AMJ', 'AMK', 'AML', 'AMM', 'AMO', 'AMP', 'AMQ', 'AMR', 'AMS', 'AMT', 'AMU', 'AMV', 'AMW', 'AMY', 'AMZ', 'AMZN', 'ANEC', 'ANENA', 'ANFO', 'ANFR', 'ANIA', 'ANMP', 'ANPE', 'ANPS', 'ANSM', 'ANTS', 'AO', 'AOA', 'AOB', 'AOC', 'AOD', 'AOE', 'AOF', 'AOG', 'AOH', 'AOI', 'AOJ', 'AOK', 'AOM', 'AOO', 'AOP', 'AOQ', 'AOR', 'AOS', 'AOT', 'AOU', 'AOV', 'AOW', 'AOX', 'AP', 'APE', 'APF', 'APH', 'API', 'APJ', 'APK', 'APL', 'APNG', 'APNs', 'APO', 'APP', 'APQ', 'APR', 'APRN', 'APT', 'APU', 'APV', 'APW', 'APX', 'APY', 'APZ', 'APs', 'AQA', 'AQB', 'AQC', 'AQF', 'AQG', 'AQH', 'AQI', 'AQK', 'AQL', 'AQM', 'AQP', 'AQR', 'AQS', 'AQT', 'AQY', 'AR', 'ARB', 'ARC', 'ARD', 'ARE', 'ARH', 'ARI', 'ARJ', 'ARK', 'ARM', 'ARQ', 'ARR', 'ART', 'ARU', 'ARV', 'ARW', 'ARX', 'ARY', 'ASA', 'ASC', 'ASE', 'ASF', 'ASG', 'ASH', 'ASIN', 'ASJ', 'ASK', 'ASL', 'ASM', 'ASNL', 'ASP', 'ASQ', 'ASR', 'ASS', 'AST', 'ASU', 'ASV', 'ASW', 'ASX', 'ASY', 'ASZ', 'AT', 'AT3', 'ATA', 'ATB', 'ATD', 'ATE', 'ATF', 'ATG', 'ATH', 'ATI', 'ATK', 'ATL', 'ATNC', 'ATO', 'ATQ', 'ATR', 'ATS', 'ATT', 'ATU', 'ATW', 'ATX', 'ATY', 'ATZ', 'AU', 'AUA', 'AUC', 'AUD', 'AUE', 'AUF', 'AUG', 'AUI', 'AUJ', 'AUL', 'AUM', 'AUO', 'AUP', 'AUQ', 'AUR', 'AUS', 'AUU', 'AUW', 'AUX', 'AUY', 'AUZ', 'AV', 'AVA', 'AVB', 'AVC', 'AVE', 'AVF', 'AVG', 'AVH', 'AVI', 'AVK', 'AVL', 'AVM', 'AVO', 'AVP', 'AVR', 'AVS', 'AVU', 'AVV', 'AVW', 'AVX', 'AVY', 'AVZ', 'AVs', 'AWA', 'AWB', 'AWC', 'AWD', 'AWE', 'AWF', 'AWG', 'AWK', 'AWM', 'AWP', 'AWR', 'AWS', 'AWU', 'AWZ', 'AX', 'AXB', 'AXC', 'AXD', 'AXG', 'AXK', 'AXL', 'AXM', 'AXP', 'AXR', 'AXS', 'AXV', 'AXX', 'AYA', 'AYC', 'AYD', 'AYE', 'AYG', 'AYH', 'AYI', 'AYJ', 'AYL', 'AYO', 'AYP', 'AYQ', 'AYR', 'AYS', 'AYU', 'AYY', 'AYZ', 'AZ', 'AZA', 'AZB', 'AZD', 'AZE', 'AZF', 'AZI', 'AZO', 'AZS', 'AZW', 'AZZ', 'Abi', 'Ac', 'Adan', 'Adnan', 'Ag', 'Al', 'Ala', 'Am', 'Anand', 'Andon', 'Anil', 'Anja', 'Anuj', 'Ar', 'Ark', 'Art', 'Arun', 'As', 'At', 'Ats', 'Attn', 'Au', 'Av', 'Ave', 'BBN', 'BCN', 'BDN', 'BFN', 'BGN', 'BIN', 'BKN', 'BMN', 'BNA', 'BNB', 'BND', 'BNE', 'BNF', 'BNG', 'BNI', 'BNJ', 'BNK', 'BNL', 'BNM', 'BNO', 'BNQ', 'BNR', 'BNS', 'BNT', 'BNU', 'BNV', 'BNW', 'BNY', 'BNZ', 'BPN', 'BRN', 'BSN', 'BTN', 'BVN', 'BWN', 'BYN', 'BZN', 'Bain', 'CAN', 'CCN', 'CEN', 'CFN', 'CGN', 'CHN', 'CJN', 'CLN', 'CN', 'CNA', 'CNB', 'CNF', 'CNJ', 'CNK', 'CNL', 'CNM', 'CNNY', 'CNO', 'CNP', 'CNPN', 'CNQ', 'CNU', 'CNV', 'CNW', 'CNX', 'CNY', 'CNZ', 'CON', 'CPN', 'CRN', 'CVN', 'CZN', 'Can', 'Cano', 'Conn', 'DAZN', 'DCN', 'DFN', 'DIN', 'DN', 'DNB', 'DNF', 'DNI', 'DNK', 'DNL', 'DNP', 'DNT', 'DON', 'DSN', 'Danny', 'DeAnn', 'Diann', 'DnD', 'Don', 'Donn', 'Dunn', 'EAN', 'ECN', 'EIN', 'ELN', 'EMN', 'EN', 'ENC', 'END', 'ENE', 'ENF', 'ENG', 'ENH', 'ENI', 'ENL', 'ENM', 'ENP', 'ENS', 'ENT', 'EUN', 'EVN', 'Eng', 'FBN', 'FEN', 'FFN', 'FIN', 'FN', 'FNA', 'FNB', 'FNE', 'FNG', 'FNL', 'FNO', 'FNQ', 'FNR', 'FNS', 'FNT', 'FSN', 'Fanny', 'GAIN', 'GDN', 'GFN', 'GLN', 'GN', 'GNC', 'GND', 'GNF', 'GNI', 'GNT', 'GNV', 'GRN', 'Gen', 'HNE', 'HNF', 'HNR', 'HNS', 'HON', 'Hon', 'Hun', 'IAN', 'ICANN', 'IDN', 'IFN', 'IGN', 'IIN', 'ILN', 'IMN', 'IN', 'INA', 'INB', 'INC', 'IND', 'INE', 'INF', 'ING', 'INH', 'INM', 'INP', 'INR', 'INT', 'ION', 'IRN', 'ISN', 'Ian', 'In', 'Inc', 'JDN', 'JNA', 'JNE', 'JNI', 'JNT', 'JPN', 'Jaén', 'Jin', 'KEN', 'KIN', 'KN', 'KNA', 'KNB', 'KNK', 'KNM', 'KNO', 'KNU', 'KNX', 'KPN', 'Kan', 'Kano', 'Ken', 'LAN', 'LAWN', 'LBN', 'LCN', 'LLN', 'LN', 'LN2', 'LNA', 'LNB', 'LND', 'LNE', 'LNH', 'LNI', 'LNO', 'LNR', 'LNT', 'LSN', 'LTN', 'Lang', 'Ln', 'MANA', 'MDN', 'MEN', 'MFN', 'MHN', 'MN', 'MN4', 'MNB', 'MNE', 'MNG', 'MNHN', 'MNK', 'MNL', 'MNT', 'MNW', 'MON', 'MPN', 'MTN', 'MXN', 'MZN', 'Man', 'Min', 'Mn', 'N', 'NAND', 'NB', 'NBN', 'NC', 'ND', 'NE', 'NEN', 'NF', 'NG', 'NGN', 'NH', 'NHN', 'NI', 'NIN', 'NJ', 'NK', 'NL', 'NM', 'NNI', 'NO', 'NON', 'NPN', 'NR', 'NRN', 'NS', 'NT', 'NU', 'NV', 'NW', 'NZ', 'Na', 'Nan', 'Nb', 'Nd', 'Ne', 'Ni', 'No', 'Np', 'OAN', 'OCN', 'ODN', 'OIN', 'OMN', 'ON', 'ONB', 'OND', 'ONE', 'ONF', 'ONG', 'ONM', 'ONP', 'ONR', 'ONS', 'ONT', 'ONU', 'ORN', 'OTN', 'Ono', 'Ont', 'PAN', 'PBN', 'PCN', 'PEN', 'PFN', 'PGN', 'PIN', 'PLN', 'PMN', 'PNB', 'PND', 'PNE', 'PNF', 'PNH', 'PNI', 'PNK', 'PNNS', 'PNR', 'PNT', 'PNV', 'PNW', 'PON', 'PPN', 'PRN', 'PSN', 'PUN', 'Pan', 'Pen', 'QAnon', 'QNE', 'QNH', 'QNJ', 'Qin', 'RCNN', 'RFN', 'RMN', 'RN', 'RN6', 'RNB', 'RNE', 'RNF', 'RNNs', 'RNO', 'RNR', 'RNS', 'RNT', 'RNU', 'RNZ', 'RRN', 'RTN', 'RUN', 'Rn', 'SAN', 'SCN', 'SDN', 'SGN', 'SHN', 'SIN', 'SKN', 'SMN', 'SN', 'SNB', 'SND', 'SNE', 'SNG', 'SNI', 'SNR', 'SNS', 'SNU', 'SNV', 'SON', 'STN', 'SVN', 'SYN', 'Sen', 'Sn', 'Son', 'Sun', 'TAN', 'TCN', 'TGN', 'TLN', 'TMN', 'TN', 'TNB', 'TNC', 'TND', 'TNE', 'TNF', 'TNK', 'TNL', 'TNM', 'TNO', 'TNP', 'TNR', 'TNS', 'TNW', 'TSN', 'TUN', 'TZN', 'UN', 'UND', 'UNF', 'UNH', 'UNI', 'UNL', 'UNM', 'UNO', 'UNR', 'UNT', 'UNV', 'UPN', 'URN', 'USN', 'VDN', 'VIN', 'VLN', 'VNC', 'VND', 'VNE', 'VNM', 'VNU', 'VSN', 'Van', 'WNS', 'WNT', 'WON', 'WSN', 'WTN', 'XNA', 'XSN', 'YMN', 'ZNP', 'Zayn', 'aah', 'ab', 'ac', 'ahh', 'ai', 'ais', 'alb', 'alt', 'anal', 'anus', 'aren', 'arr', 'ass', 'attn', 'auk', 'aw', 'aww', 'axe', 'ctn', 'damn', 'dang', 'don', 'dun', 'en', 'enc', 'ens', 'env', 'fanny', 'hadn', 'hasn', 'hon', 'inc', 'ind', 'int', 'isn', 'kN', 'ken', 'kn', 'lain', 'mayn', 'mun', 'n', 'naan', 'nah', 'nav', 'nm', 'né', 'pwn', 'sen', 'tn', 'tun', 'uni', 'vang', 'wain', 'wank', 'wasn', 'yon', 'AXA', 'INI', 'a/c']}]"
Tony bent the table with the rod.,[]
Tony bent at the rod.,[]
Tony bent Mary in the arm.,[]
Jennifer baked at the potatoes.,[]
Bill dried at the clothes.,[]
The line is drying with a lot of clothes.,[]
Bill is drying the line with a lot of clothes.,[]
On the line are drying a lot of clothes.,[]
On the line there are drying a lot of clothes.,[]
The sun bloomed the roses.,[]
The heat soared the temperature.,[]
There soared oil in price.,[]
In price soared oil.,[]
There lodged an old woman at Mrs. Parker's.,[]
At Mrs. Parker's lodged an old woman.,[]
These abandoned buildings lodged with squatters.,[]
The square remained with a crowd of people.,[]
The famous mathematician existed a solution to the problem.,[]
The farmers raged a fire over the fields.,[]
The magician echoed the music.,[]
An echoing voice rang out.,[]
Groceries are bulging in the bag.,[]
I had to bulge the bag with groceries.,[]
A solution immediately presented.,[]
To him presented itself a wonderful opportunity.,[]
The magician vanished a rabbit into thin air.,[]
The motorist happened the accident.,[]
The lecture squirmed Sylvia.,[]
There lay a dog in the comer.,[]
In the corner lay a dog.,[]
The collaborators escaped the convict.,[]
We abandoned from the area.,[]
The ball rolled the hill.,[]
The thief chased down the street.,[]
The thief chased.,[]
Rose accompanied.,[]
Phyllis lingered Sasha over lunch.,[]
Ten pounds was weighed by the package.,[]
I weighed the package ten pounds.,[]
The book valued at $200.,[]
The book valued $200.,[]
The phone company billed $10 to me.,[]
The phone company billed $10 as me.,[]
The assignment completed.,[]
Kicked the man the ball.,[]
Man the ball kicked the.,"[{'ruleId': 'THE_SENT_END', 'message': 'A word may be missing after ‘the’.', 'suggestions': []}]"
The man a ball kicked.,[]
Kim lives in the house Lee sold it to her.,[]
Kim fond of Lee.,[]
The professor found some strong evidences of water on Mars.,[]
The evidence that John found was more helpful than the one that Smith found.,[]
"We had hoped to get three new equipments every month, but we only had enough money to get an equipment every two weeks.",[]
The equipment we bought last year was more expensive than the one we bought this year.,[]
much clue is needed.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['Much']}]"
much tool is needed.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['Much']}]"
much armchair is needed.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['Much']}]"
much bags is needed.,"[{'ruleId': 'MUCH_COUNTABLE', 'message': 'Use “many” with countable plural nouns like ‘bags’.', 'suggestions': ['many']}, {'ruleId': 'AGREEMENT_SENT_START_2', 'message': 'It seems that the correct verb form here is “are”.', 'suggestions': ['are']}]"
many evidence was provided.,"[{'ruleId': 'MANY_NN_U', 'message': 'Possible agreement error. The noun evidence seems to be uncountable; consider using: “much evidence”, “a good deal of evidence”.', 'suggestions': ['much evidence', 'a good deal of evidence']}]"
many equipment is available.,"[{'ruleId': 'MANY_NN_U', 'message': 'Possible agreement error. The noun equipment seems to be uncountable; consider using: “much equipment”, “a good deal of equipment”.', 'suggestions': ['much equipment', 'a good deal of equipment']}]"
The room contains many furniture.,"[{'ruleId': 'MANY_NN_U', 'message': 'Possible agreement error. The noun furniture seems to be uncountable; consider using: “much furniture”, “a good deal of furniture”.', 'suggestions': ['much furniture', 'a good deal of furniture']}]"
little clue could be found.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['Little']}]"
the box contains little tool.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['The']}]"
John offers little suggestion.,[]
The room contains little armchair.,[]
few evidence was provided.,"[{'ruleId': 'MANY_NN_U', 'message': 'Possible agreement error. The noun evidence seems to be uncountable; consider using: “little evidence”.', 'suggestions': ['little evidence']}]"
few equipment is available.,"[{'ruleId': 'MANY_NN_U', 'message': 'Possible agreement error. The noun equipment seems to be uncountable; consider using: “little equipment”.', 'suggestions': ['little equipment']}]"
the room contains few furniture.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['The']}, {'ruleId': 'MANY_NN_U', 'message': 'Possible agreement error. The noun furniture seems to be uncountable; consider using: “little furniture”.', 'suggestions': ['little furniture']}]"
John offers few advice.,"[{'ruleId': 'MANY_NN_U', 'message': 'Possible agreement error. The noun advice seems to be uncountable; consider using: “little advice”.', 'suggestions': ['little advice']}]"
few information was provided.,"[{'ruleId': 'MANY_NN_U', 'message': 'Possible agreement error. The noun information seems to be uncountable; consider using: “little information”.', 'suggestions': ['little information']}]"
The recent strike by pilots have cost the country a great deal of money from tourism and so on.,"[{'ruleId': 'SUBJECT_VERB_AGREEMENT', 'message': 'The verb form ‘have’ does not seem to match the subject ‘pilots’.', 'suggestions': ['has', 'had', 'will have']}]"
The average age at which people begin to need eyeglasses vary considerably.,[]
"Despite of his limited educational opportunities, Abraham Lincoln became one of the greatest intellectuals in the world.","[{'ruleId': 'DESPITE_OF', 'message': 'Did you mean “Despite” (or, alternatively, ‘in spite of’)?', 'suggestions': ['Despite']}]"
"A pastor was executed, notwithstanding on many applications in favor of him.",[]
He washed herself.,[]
He washed myself.,[]
He washed ourselves.,[]
Wash himself.,[]
They have no went.,[]
They have no old.,[]
They have no and.,[]
They can happy.,"[{'ruleId': 'PRP_MD_NN', 'message': 'A verb may be missing. Did you mean “can be happy”?', 'suggestions': ['can be happy']}]"
They can down.,[]
They can door.,"[{'ruleId': 'PRP_MD_NN', 'message': 'The word ‘door’ is a noun or an adjective. A verb or adverb is missing or misspelled here, or maybe a comma is missing.', 'suggestions': ['doom', 'moor']}]"
They can very.,[]
They read the sing book.,[]
They read the under book.,[]
They read the every book.,[]
He treats John very kind.,[]
He treats John very shame.,[]
He walked right happy.,[]
He walked right the wall.,[]
My these jobs are in jeopardy.,[]
The his jobs are in jeopardy.,"[{'ruleId': 'A_MY', 'message': 'A determiner cannot be combined with a possessive pronoun. Did you mean simply “The” or “his”?', 'suggestions': ['The', 'His']}]"
I think that learning English to be not all that easy.,[]
I doubt if you to help me in understanding this.,[]
I am anxious for you should study English grammar hard.,[]
She thought it was likely that everyone to fit into the car.,[]
She thought it was easy for everyone would fit into the car.,[]
The umpire fell the deck off.,[]
The students looked the high stairs up from the floor.,[]
The students looked the high stairs up.,[]
The umpire called off it.,[]
The umpire fell it off.,[]
It was several young students in that the policeman met the park last night.,[]
It was in the park last night that the policeman met several young students.,[]
"John asked me to put the clothes in the cupboard, but I did so put the clothes in the suitcase.",[]
Mary waited for the bus and to go home.,[]
Lee went to the store and crazy.,[]
the whistle tune was beautiful.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['The']}]"
the easily student finished his homework.,"[{'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'This sentence does not start with an uppercase letter.', 'suggestions': ['The']}, {'ruleId': 'A_RB_NN', 'message': 'You used an adverb (‘easily’) instead of an adjective, or a noun (‘student’) instead of another adjective.', 'suggestions': ['easy student']}]"
the my dog is a terrier.,"[{'ruleId': 'A_MY', 'message': 'A determiner cannot be combined with a possessive pronoun. Did you mean simply “the” or “my”?', 'suggestions': ['the', 'my']}]"
The monkey eager to leave the meeting.,[]
The men doctors of medicine.,"[{'ruleId': 'AGREEMENT_SENT_START', 'message': 'You should probably use “doctor”.', 'suggestions': ['doctor']}]"
John sounded happily.,[]
John sounded the student.,[]
John sounded in the park.,[]
The monkeys seem want to leave the meeting.,[]
John seems know about the bananas.,[]
The squirrel is right angry.,[]
The squirrel ran straight quickly.,[]
The squirrel ran right quickly.,[]
The children were in their rooms or happily.,[]
John suddenly got the bus off.,[]
I am anxious for you should arrive on time.,[]
Could you turn off the fire and on the light?,[]
I know the truth and that you are innocent.,[]
Our neighbor take his children to school in his car.,[]
"The book, including all the chapters in the first section, are very interesting.",[]
The effectiveness of teaching and learning depend on several factors.,[]
The tornadoes that tear through this county every spring is more than just a nuisance.,[]
"The lady singing with a boy is a genius, isn't she?",[]
"With their teacher, the kids have arrived safely, hasn't he?",[]
Have in our class the kids arrived safely?,[]
The student is belonged to by this item.,[]
A good friend is remained to me.,[]
Chairman was elected Graham.,[]
The best writer was considered Andrew.,[]
John gave Tom a book a record.,[]
Today was visited by my uncle.,[]
That the march should go ahead and that it should be cancelled has been argued by different people at different times.,[]
To delay the march and to go ahead with it has been argued by different people at different times.,[]
There sang a man with a pipe.,[]
There dances a man with an umbrella.,[]
In the garden stand a statue.,[]
Among the guests were sitting my friend Louise.,[]
John put his gold.,[]
John put his gold safe.,[]
John put his gold to be under the bathtub.,[]
The king kept put his gold under the bathtub.,[]
The defendant denied.,[]
The teacher handed the student.,[]
They eager to leave the meeting.,[]
The senators certain that the president is telling a lie.,[]
The senators to be certain that the president is telling a lie.,[]
The senators be certain that the president is telling a lie.,[]
John stayed Kim behind the garage.,[]
John placed him busy.,[]
John stayed him busy.,[]
John placed behind the counter.,[]
John kept behind the counter.,[]
The UN blamed global warming on humans on natural causes.,[]
John deposited some money in the checking account and Mary did the same thing in the savings account.,[]
John gave a present to the student and Mary did the same thing to the teacher.,[]
